date,quarter,title,pros,cons,category
19-Apr-16,2,Test engineering technician,Cutting edge work. Work atmosphere very friendly and people are fantastic,"Benefits are very pricey, site needs a lot of upgrades to keep with industry.",
19-Apr-16,2,Sr. Customer Program Analyst,Pay better than average companies,Looking for too many ways to outsource,
19-Apr-16,2,Marketing,Everyone was really helpful and really cared about your career.,It's a hard company to get into,
20-Apr-16,2,Good salary too many org & leadership changes,Big company many different opportunities,Big company that operates in many silos makes it difficult to navigate. Also too many org changes/job restructuring.,
20-Apr-16,2,Support Staff,"The people are the best asset, a lot of long time, knowledgeable employees and new employees. Flexible time schedule depending on your manager.","A lot of talent that is overlooked to save money and it ends up costing the employees more to fix (time and money). Company is very top heavy with managers, salaries are low, not aligning with the market.",
22-Apr-16,2,Excellent place to work.,Friendly environment. Career growth opportunity. Excellent place to learn,sometime the belt is tightened to meet Qtr goals,
22-Apr-16,2,Good company,Overall seems to genuinely care about employee happinessFun projects to work onLow turnover. Most employees seem to last a long time,"It's your typical giant corporationWork/life balance isn't the best, but not the worst eitherUpper management seem disconnected from lower ranksDifferent functions (manufacturing, R&D) don't always communicate enough to each other, especially when sharing resources",
22-Apr-16,2,Engineer,"I met some great people, and learned a lot.",My boss was not very good.,
23-Apr-16,2,Good people,"Great HR team. People are competent, hard working. Great relationships and people really pull together.","At the time, leader Carey Smith (an those she brought in) really pulled the organization down into price war bidding in areas not worth fighting for. Business went from very high capacity and spiraled down. Less than half its size now.",
24-Apr-16,2,Good job but bad business management.,The work can be challenging in the right position. And there are chances for advancement in most divisions. Higher positions share in the bonus pool.,Senior management doesn't want to train for positions people are placed into which leads to the experienced workers covering for those with little to no knowledge. Senior management are engineers and lack business foresight which leads to furloughs and layoffs to make the quarter or year because of poor planning.,
25-Apr-16,2,NA,Nothing good to say about this company.,Too much work for the staff. You end up working 12 hour days when you are salaried.,
25-Apr-16,2,Sr Mobile Engineer,- Great Salary (but the benefits suck)- You can never get fired even if you don't show up to work.- Perfect for retirement coasting.,"- No product focus. Driven by MBA management team that strictly looks at sales/numbers.- Spray and pray approach when it comes to building products. All the recently released products have been a total failure.- During offer stage, HR doesn't tell you tha",
26-Apr-16,2,Decent Place to work,Hardworking People that are dedicated.,Lack of diversity within the office.,
26-Apr-16,2,Working at Honeywell,"They are a good, stable company",They have not given yearly performance/merit increases too many times over the years.,
27-Apr-16,2,AS A MECHANIC lll,It was a great opportunity to work with a group of people where the professionalism created afamily/friendly like environment for knowledge sharing.,It was a deep sadness to discover that the job position was ending for many of the higher ranked employees.,
